iter	Logloss
0	0.5061433145
1	0.3901225328
2	0.3197603552
3	0.2723432902
4	0.2374543575
5	0.2157457252
6	0.1959638536
7	0.1843806602
8	0.174737675
9	0.1671701742
10	0.1594782013
11	0.1518472569
12	0.1471676238
13	0.1435518259
14	0.1387540139
15	0.1340999146
16	0.1319126842
17	0.129145179
18	0.1260027454
19	0.122606108
20	0.1209447169
21	0.1186934125
22	0.1169815816
23	0.1139318604
24	0.1121218568
25	0.1113201031
26	0.1101221145
27	0.1090334111
28	0.1084669146
29	0.1079001166
30	0.1065150604
31	0.1059972718
32	0.1054282633
33	0.104910185
34	0.1036912868
35	0.1024188427
36	0.1017859338
37	0.100802843
38	0.1004876737
39	0.09848876172
40	0.09725446176
41	0.09685651681
42	0.09615052136
43	0.09539551598
44	0.09411421991
45	0.09315872015
46	0.09255274608
47	0.09196815649
48	0.09093566552
49	0.09042833283
50	0.08937408126
51	0.08860656173
52	0.08814330099
53	0.08785883825
54	0.08698222987
55	0.08654194805
56	0.08619567688
57	0.0859648748
58	0.08579257712
59	0.08534429165
60	0.08484198623
61	0.08447451817
62	0.08378427312
63	0.08359586876
64	0.08343873478
65	0.08310983227
66	0.08267105376
67	0.08247937351
68	0.08227924281
69	0.0820147611
70	0.0812330592
71	0.08096027854
72	0.08054281567
73	0.07992559994
74	0.07960730151
75	0.07943429054
76	0.07923843703
77	0.07895972722
78	0.07875688552
79	0.07859371656
80	0.07837090118
81	0.07825921659
82	0.07807482715
83	0.07767258539
84	0.07740241598
85	0.07721543201
86	0.07710282298
87	0.07687963509
88	0.07640836098
89	0.07583876005
90	0.0754037316
91	0.07523992906
92	0.07519504279
93	0.07498391528
94	0.07480021921
95	0.07464923358
96	0.07434928094
97	0.074189798
98	0.07409991331
99	0.0740336507
100	0.0737952082
101	0.0736271015
102	0.07348537814
103	0.07339379433
104	0.07330165531
105	0.07321236042
106	0.07297890002
107	0.0724651772
108	0.07232177552
109	0.07217860456
110	0.0721004189
111	0.07200866751
112	0.07191254855
113	0.07164124472
114	0.07156278185
115	0.07137241602
116	0.07118159331
117	0.07096864398
118	0.07082365266
119	0.07056479633
120	0.07016525734
121	0.07007811883
122	0.0700465203
123	0.06981092972
124	0.06968965511
125	0.0694582905
126	0.06940200163
127	0.0692447411
128	0.06906742398
129	0.06893684482
130	0.06871640071
131	0.0686181113
132	0.06848778602
133	0.06835458077
134	0.06823119768
135	0.06806522405
136	0.06793683081
137	0.0677550249
138	0.06767597472
139	0.06762982715
140	0.06741817999
141	0.06737849026
142	0.06719994831
143	0.06709393443
144	0.0669687408
145	0.06673974009
146	0.06657795592
147	0.06653366079
148	0.06641656764
149	0.06629535582
150	0.06623197535
151	0.06594486895
152	0.06584417643
153	0.06575272548
154	0.06562973995
155	0.0655960053
156	0.06546180771
157	0.06524717432
158	0.06520171389
159	0.06509850519
160	0.06499459572
161	0.06484154015
162	0.06473283127
163	0.06455631384
164	0.06444709596
165	0.06434299212
166	0.06423460205
167	0.06404506292
168	0.06398257083
169	0.06378913262
170	0.06362357162
171	0.06347836335
172	0.06345087105
173	0.06331407092
174	0.06296589571
175	0.06270064455
176	0.06251725398
177	0.06235631909
178	0.06233019009
179	0.06221706798
180	0.06209346249
181	0.06195171536
182	0.06190378209
183	0.06184118857
184	0.06180412252
185	0.06163152113
186	0.06151798811
187	0.06149189689
188	0.06133776909
189	0.06131505436
190	0.06122678828
191	0.06113054648
192	0.06105383275
193	0.06096119135
194	0.06086805227
195	0.06079569027
196	0.06064247622
197	0.06058543371
198	0.06053719789
199	0.06030856602
200	0.06018260295
201	0.06007249824
202	0.05991393537
203	0.05962908155
204	0.05959633946
205	0.05951949615
206	0.05946804354
207	0.05927521946
208	0.05917694985
209	0.05900075224
210	0.05890892627
211	0.05877681962
212	0.05874213566
213	0.05867069052
214	0.05857276521
215	0.05850014495
216	0.05840895264
217	0.05836945692
218	0.05824985511
219	0.05816708869
220	0.05807646467
221	0.05792492212
222	0.05773272459
223	0.05758193204
224	0.05754640292
225	0.0573282724
226	0.05727608805
227	0.05710779669
228	0.05703602682
229	0.05691847224
230	0.05682297119
231	0.05666963762
232	0.05656332142
233	0.05645862145
234	0.05643770091
235	0.056363234
236	0.05630339204
237	0.05625093285
238	0.05614553736
239	0.05604838117
240	0.05594310059
241	0.05583261477
242	0.05578280626
243	0.05573501317
244	0.0556411463
245	0.05549253859
246	0.05538952612
247	0.05534880955
248	0.05518154106
249	0.05500516405
